cluster_id,cluster_rep,index_intruder_in_df,title_intruder,community_intruder,intruder_rank,in_test_intruder_location,index_0,sentence_0_text,index_1,sentence_1_text,index_2,sentence_2_text,index_3,sentence_3_text,index_4,sentence_4_text,index_5,sentence_5_text,index_6,sentence_6_text,index_7,sentence_7_text,index_8,sentence_8_text,index_9,sentence_9_text
5,עדויות מטעם ההגנה,825,מן הכלל אל הפרט,-1,,8,1351,הכרעה הדין:,175,טיעוני ההגנה,2053,טיעוני הצדדים,2694,ראיות תביעה נוספות,3246,סקירת הראיות הרלוונטיות בתמצית,362,עדויות התביעה,2151,באשר לראיות ההגנה,639,סקירת ראיות התביעה,825,מן הכלל אל הפרט,2863,טיעוני הצדדים
7,יסוד העבירה,1537,ראיות התביעה,4,2.0,4,10,– שתיקה כביטוי לפחד ולמצוקה – אינה הסכמה.,2949,הרשעה על סמך ראיה מדעית אחת,299,עבירת האינוס,1139,הפן המשפטי:,1537,ראיות התביעה,1232,"		""נוהל רישומה של הודעת עד",1617,"האם העובדות הנ""ל מבססות עבירה?",2868,יסודות העבירה של קבלת דבר במרמה,1434,"המבחן החיצוני - ""דבר מה"" נוסף",606,החדרת אצבע לנרתיק ברפואה המשלימה
7,יסוד העבירה,3163,תוספות ראייתיות,-1,,2,936,העבירה של מעשה מגונה – היסוד הנפשי,664,ה.  פגיעה בזכויות הנאשם במהלך חקירתו במשטרה,3163,תוספות ראייתיות,7,""" – הסכמה המושגת בעקבות אלימות ואיומים מתמשכים",153,הוראות החיקוק והתקיימות הנסיבה המחמירה:,2738,סוף דבר לעניין מעשי האינוס,2596,עבירות ההדחה לסם,2870,שיטה ומעשים דומים,1903,ניתוח יסודות העבירה:,3208,"גם ביחס להתעללות הנאשם במתלוננת והכאתה כדבר שבשגרה, לאורך שנים."
3,עדות הנאשם,113,דר' צ'רניס,2,3.0,5,255,הסנגורית לעונש:,709,"15. העדר מהימנות הנאשם ועדי ההגנה סדי, טניה ושמעון אבוטבול.",1480,"ב""כ הנאשם טוענת לעונש:",2519,"ב""כ הנאשם:",2120,3. גירסת הנאשם,113,דר' צ'רניס,3254,החיזוקים לעדות המתלוננת והראיות התומכות בה,1558,5) הערכת גרסת הנאשם,1689,התובע טוען לעונש:,1910,"טענות ב""כ המאשימה "
1,כתב האישום,284,עימות בין המתלוננת ונאשם,2,3.0,9,3167,תשובת הנאשם לכתב האישום,1309,כתב האישום ותגובת הנאשם:,1,האישום,3061,תשובת הנאשם לאישומים,398,האישום השני,3197,כתב האישום:,874,אישום שישי,2717,1.	רקע כללי לכתב האישום,2158,2.	תגובת הנאשמים לכתב האישום,284,עימות בין המתלוננת ונאשם
2,עדויות התביעה,2653,הראיות,-1,,3,3072,עדות האב ד. מ.,678,מערכת היחסים בין המתלוננת לנאשם – עיקר התקופה,2182,"10. עדותה של ד""ר כהנא ",2653,הראיות,1295,עד הגנה מס' 2: יצחק שפיר (איציק),2324,עדות רבקה סגל,1292,עד תביעה מס' 3: רועי חבושה,1613,התנהגותה של המתלוננת במהלך האירוע,1920,2.	עדות המתלוננת אודות מעשה האונס,2733,גירסתה של הגב' רוזינה טספאי
4,ראיות התביעה,2628,"המזכירות תשלח את הכרעת הדין לב""כ הצדדים.",-1,,7,2091,ראיות הצדדים:,1257,3.	ראיות ההגנה:,1899,3.	ראיות ההגנה:,2379,טענות זוטא,319,עדויות נוספות מטעם התביעה,3185,עדויות נוספות מטעם התביעה,3067,הראיות בתיק לגופו במבט-על,2628,"המזכירות תשלח את הכרעת הדין לב""כ הצדדים.",1921,4.	ראיות המחזקות את עדות המתלוננת,215,הראיות
2,עדויות התביעה,1630,סקירה תמציתית של הראיות מטעם התביעה,-1,,2,1181,קצינת החקירות קרן טולדנו:,822,תיאורו של התוקף על ידי המתלונן,1630,סקירה תמציתית של הראיות מטעם התביעה,219,עדותו של השוטר עומרי צ'ובינסקי,3239,1.	  התנהגותה של המתלוננת לאחר האונס,2695,ע.ת אלעד מור יוסף:,2161,עדותה של סבטלנה,1615,הנסיעה ברכב לאחר האירוע,2023,מעבידה של המתלוננת - שמעון מלכה:,3019,11.9	השיחות עם בנותיה לאחר החשיפה
7,יסוד העבירה,2116,דיון והכרעה עובדתית ומשפטית,-1,,0,2116,דיון והכרעה עובדתית ומשפטית,2475,העבירות שהוכחו והיעדר הרשעה בעבירות כלפי האח:,3093,הפן המשפטי,2597,עבירות האלימות בהן מואשם הנאשם,2144,הפן המשפטי של יסודות העבירה,196,5.2. הוראות הדין ואופן פרשנותה של נורמה פלילית,2654,מעשה מגונה או הטרדה מינית – הכרעה,1847,המסקנה המשפטית – האם מדובר במעשה מגונה והיסוד הנפשי,1784,סיוע לעבירה של מעשה מגונה,125,ד.4. העבירה של מעשה מגונה
2,עדויות התביעה,1463,תגובת הנאשם לאישום,1,5.0,3,2,גרסת המתלוננת:,2486,החזרה מהחזרה (נ/9) והסברי המתלוננת  להתנהגותה,2032,המפגש בין המתלוננת לנאשם,1463,תגובת הנאשם לאישום,3258,מצבה הנפשי של המתלוננת,2484,"	הפגישה השנייה במשרד עו""ד גלעד-.11.9.2012",233,עדות האם,2110,תמצית גרסת המתלוננת,1502,א. עדותם של  מוחמד זמאערה ומוחמד אלדודה,3075,"עדות חוקר הילדים, מיכה הרן"
6,סיכום,3006,עכשיו אני מבינה שזה לא היה צחוק.,-1,,0,3006,עכשיו אני מבינה שזה לא היה צחוק.,418,סיכום,369,מבוא,2470,דיון והכרעה:,984,החלטה,831,השיניים,2360,סיכום ומסקנות:,1926,צו,2346,ההכרעה.,2308,תקיפה
1,כתב האישום,2154,התובעת:,3,6.0,9,1715,עובדות כתב האישום:,2621,כתב האישום,799,האישום השישי,815,הטענה המקדמית,2048,באישום הראשון,2216,1.	כתב האישום,3053,אישום 5,264,כתב האישום,2835,אישום עשרים ואחד,2154,התובעת:
2,עדויות התביעה,2791,העבירות,7,4.0,4,1075,"דיון בעבירה השניה, מיום 26.3.02",2460,עדותה של האם - ס',133,"אמה של  המתלוננת, גב' י.ט:",40,מהימנות המתלוננת:,2791,העבירות,2425,עדותה של ס.א -,1877,6.	מצבו הנפשי של המתלונן לאחר האירוע,715,ג. אירוע מיום 20.8.2017,3240,2.	תלונה מיידית של המתלוננת במשטרה,1294,עד הגנה מס' 1: הנאשם
6,סיכום,2649,שוד או גניבה,-1,,3,2074,סיכום,2139,החלטה,1314,דיון ומסקנות:,2649,שוד או גניבה,1491,דיון והכרעה:,1460,התוצאה,86,סיכום:,2492,סיכום,748,דיון,420,כללי
1,כתב האישום,1173,ההתרחשות בעת הנסיעה - אירוע הליבה:,-1,,5,1123,כתב האישום,54,2. המענה לכתב האישום,1479,"ב""כ המאשימה טוענת לעונש:",2718,"2.	פירוט האישומים בהם מואשם הנאשם עפ""י כתב האישום",2141,פרטי האישום ומעט מן הרקע העובדתי הצריך לעניינו,1173,ההתרחשות בעת הנסיעה - אירוע הליבה:,1169,תשובת הנאשם על כתב האישום:,1246,האישומים,1096,האישום הראשון,213,כתב האישום
8,סוף דבר,506,25.	הנאשם:,3,6.0,6,1007,סוף דבר,3336,סוף דבר,1804,סוף דבר,554,סוף דבר:,1191,סוף דבר:,1325,"
סוף דבר:",506,25.	הנאשם:,1572,סוף דבר,3272,סוף דבר,2715,סוף דבר:
0,הכרעת דין,1876,5.	אישיותו ורקעו של המתלונן,2,3.0,3,2511,הכרעת דין,1856,הכרעת דין,1995,הכרעת דין,1876,5.	אישיותו ורקעו של המתלונן,2088,הכרעת דין,1544,הכרעת דין,2970,הכרעת דין,1850,הכרעת דין,2078,הכרעת דין,1269,הכרעת דין
7,יסוד העבירה,821,הראיות בדבר נסיבות זיהויו של הנאשם ותיאורו על ידי המתלונן,2,3.0,8,1735,היסוד הנפשי שבעבירה:,2474,דיון בקו ההגנה הרפואי,1571,עבירת ההדחה בחקירה,340,2. העבירה של הטרדה מינית,1358,"האם ידיעתה ומחדלה של הנאשמת מהווים ""סיוע""?",3161,סוגיית ההגנה מן הצדק,1515,שהייה שלא כדין,209,מהכלל אל הפרט:,821,הראיות בדבר נסיבות זיהויו של הנאשם ותיאורו על ידי המתלונן,298,המסגרת המשפטית
6,סיכום,3259,אופן חשיפת האירועים,-1,,8,1618,לסיכום,767,סיכום:,1984,7.  סיכום,261,ואולם,866,י. תוצאה:,2174,ההכרעה,373,מבוא,2772,הכרעה,3259,אופן חשיפת האירועים,1279,דיון
3,עדות הנאשם,3281,סוף דבר:,8,8.0,0,3281,סוף דבר:,1506,בחינת גרסת הנאשם,3124,גירסת הנאשם:,743,"עו""ד איליה טוען לעונש:",598,עדות הנאשם,2619,"ב""כ הנאשם:",3253,בחינת גרסת הנאשם,1320,התרשמות מעדות הנאשם:,237,עדות חברו של הנאשם,338,סיכום המימצאים העובדתיים
4,ראיות התביעה,1658,ראיות הצדדים,5,9.0,4,3285,"
עדים נוספים מטעם התביעה ",3181,עדויות ההגנה,2990,8.	ראיות  התביעה,3216,4.	עדות נאשם,1658,ראיות הצדדים,1708,4.		ראיות המאשימה,699,7. עדות הנאשם,2538,טענות הצדדים בתמצית,1133,הפן העובדתי:,3244,2.	האישום
7,יסוד העבירה,150,האם נמצא סיוע לעדות המתלוננת?,-1,,5,3154,דרישת הסיוע,2381,עבירת הרצח,2678,"""379.   דין תקיפה סתם",635,הימנעות המשטרה מאיתורה של חן – מחדל חקירה:,2867,טענת ההגנה מן הצדק,150,האם נמצא סיוע לעדות המתלוננת?,2950,62.	נוכחות הנאשם בסביבת זירת העבירה,2095,הטרדה מינית:,1432,"הבקשה לעריכת בדיקה בחו""ל",199,5.5. יישום הוראות הדין בנסיבות המקרה
2,עדויות התביעה,181,מעשה מגונה,-1,,8,3103,עדות המתלוננת,1409,עדותה של אסתר (כעדת הגנה במשפט הזוטא),114,"ד""ר דוברוסין",996,גרסתו של נאשם מס' 1,1076,"בהשיבו לשאלות החוקר, רס""ל בן מוחה, ענה;",3256,עדות אמה של המתלוננת,281,ע.ת.4 – אחיה של המתלוננת,1875,4.	גרסתם של עדי הראיה למפגש האחרון והמתועד,181,מעשה מגונה,249,סיבת כבישת התלונה -
4,ראיות התביעה,2931,"""מסקנות:",-1,,5,1111,הדיון בראיות האישום הראשון:,842,ראיות התביעה,2206,פרשת ההגנה,3278,פרשת ראיות התביעה,1961,ראיות נוספות של המאשימה,2931,"""מסקנות:",2775,ראיות התביעה:,2111,ראיות ההגנה,1900,4.	סיכומי המאשימה:,855,ב. ראיות המאשימה – אמרות המתלונן - דיון:
3,עדות הנאשם,395,הערות,6,1.0,3,2104,8.	התנהגות הנאשם לאחר האירוע,2729,"8.	שקרי הנאשם, התנהגותו והודאותיו במשטרה ובביהמ""ש",1106,"ב""כ המאשימה:",395,הערות,2858,גרסת הנאשם בנוגע לאישום השבעה עשר,2019,גרסת הנאשם:,1799,גרסת הנאשם,1557,4) גרסת הנאשם,2848,גרסת הנאשם בנוגע לאישום השביעי,296,חיזוקים לעדות המתלוננת ומהימנותה
7,יסוד העבירה,594,:	יש לו סוג של כוח עליי,-1,,3,655,ניסיון למעשה מגונה,3045,22.	הטרדה מינית,2135,עבירת האיומים,594,:	יש לו סוג של כוח עליי,3173,הרשעת הנאשם על סמך עדות יחידה- האומנם?,581,מהי העבירה אותה עברו הנאשמים?,1761,4.	עבירת שיבוש מהלכי משפט,2626,זיכוי מהמעשים המגונים במהלך העיסויים,1569,"אעבור כעת ל""מסלול השני"" לפיו מיוחס לנאשם מעשה מגונה",1116,עבירות המעשה המגונה:
1,כתב האישום,938,סוף דבר,8,8.0,9,225,כתב האישום,1943,תגובת הנאשם לכתב האישום,2827,אישום שנים עשר,1627,תגובת הנאשם לכתב האישום,3225,להלן העובדות הנטענות בכתב האישום:,970,כתב האישום,901,אישום שלושים וחמישה,685,כתב האישום,1927,כתב האישום,938,סוף דבר
3,עדות הנאשם,1956,טיב היחסים בין הנאשם למתלוננת,-1,,3,2327,עדות הנאשם,997,עדי ההגנה של נאשם 1:,416,גירסת הנאשם,1956,טיב היחסים בין הנאשם למתלוננת,2855,גרסת הנאשם בנוגע לאישום הארבעה עשר,2184,עמדת המאשימה,97,כמפורט וכמיוחס לו  בכתב האישום.,2852,גרסת הנאשם בנוגע לאישום האחד עשר,2520,"ב""כ המאשימה:",1248,עדויות הנאשמים
4,ראיות התביעה,1281,בהסכמה שהושגה במרמה,7,4.0,4,1566,תמצית הכרעת הדין  (טרם הנמקה מפורטת),2299,פרשת המאשימה,192,4.2. ראיות המחזקות את עדותה המהימנה של המתלוננת,2092,טענות הצדדים:,1281,בהסכמה שהושגה במרמה,1546,הטענות המקדמיות:,1537,ראיות התביעה,843,ראיות ההגנה,2590,6.     ראיות התביעה,2180,יתר ראיות התביעה
6,סיכום,1969,עדות המתלוננת ביחס לשני האירועים האחרונים,-1,,9,988,דיון:,2505,לפני סיום,1561,ד) סיכום,2245,הדיון,931,רקע,1214,דיון,487,החלטה,3243,1.	 מבוא,384,מבוא,1969,עדות המתלוננת ביחס לשני האירועים האחרונים
2,עדויות התביעה,1948,מחדלי חקירה,-1,,9,346,"קבילות מסקנות חוקר ילדים, קבילות עדות שנקטעה ודרישת הסיוע",2501,המפגש השני – בעין חמד,283,ע.ת. 7 – סוויד שאול,1825,עדות חוקר הילדים,3151,זיהום בחקירת הילדה?,1642,עדותה של י',2525,עדות המתלוננת,2929,קבלת המוצגים במעבדה וסימונם – 2005,2707,גרסת המתלוננת,1948,מחדלי חקירה
8,סוף דבר,936,העבירה של מעשה מגונה – היסוד הנפשי,7,4.0,0,936,העבירה של מעשה מגונה – היסוד הנפשי,3059,סוף דבר,2612,סוף דבר,47,סוף דבר :,2117,סוף דבר,2684,סוף דבר,782,סוף דבר,161,סוף דבר,839,סוף דבר,262,סוף דבר
6,סיכום,1100,פרוטוקול,-1,,8,1244,התוצאה,611,רקע,813,סיכום,1620,דיון,516,התוצאה,584,התוצאה,3274,איסור פרסום:,3120,סיכום,1100,פרוטוקול,515,סיכום ומסקנות
4,ראיות התביעה,2275,אישום ראשון,1,5.0,7,1864,8.	הדיון,1754,1. עדות הנאשם,596,עדויות תביעה נוספות,1101,ראיות לעונש,59,5. עדות האם,1841,עדויות התביעה,2397,1. עדות המתלונן,2275,אישום ראשון,2442,פרשת התביעה:,671,8.	 הדיון ומסקנות
0,הכרעת דין,1110,"5129371העובדות עפ""י כתב האישום:",1,5.0,5,2037,הכרעת דין,488,הכרעת דין,1289,הכרעת דין,1108,הכרעת דין,211,הכרעת דין,1110,"5129371העובדות עפ""י כתב האישום:",87,הכרעת דין,1461,הכרעת דין,2175,הכרעת דין,555,הכרעת דין
7,יסוד העבירה,2566,טענת הנאשם:,-1,,5,2610,נסיון אונס בנסיבות מחמירות או תקיפה חבלנית,729,"האם הייתה המתלוננת חולת נפש או לקויה בשכלה, ובשל אלו לא הייתה הסכמתה לבעילה הסכמה חופשית והנאשם ניצל מצבה זה?",944,עבירות התקיפה:,1939,עבירת תקיפה סתם,1030,מעשים דומים כחיזוק,2566,טענת הנאשם:,943,העבירה של נסיון לאינוס:,1990,עבירת האינוס,2027,15.	מעשה מגונה:,937,שאלת מודעות הנאשם לאי-הסכמת המתלוננת
0,הכרעת דין,2156,מזכירות בית-המשפט תשלח עותק ההחלטה לשירות המבחן.,-1,,5,224,הכרעת דין,684,הכרעת דין,3175,הכרעת דין,315,הכרעת דין,1274,הכרעת דין,2156,מזכירות בית-המשפט תשלח עותק ההחלטה לשירות המבחן.,659,הכרעת דין,918,הכרעת דין,2240,הכרעת דין,1150,הכרעת דין
7,יסוד העבירה,498,כתב האישום,1,5.0,1,1699,עבירת הסחר,498,כתב האישום,1353,מעשה מגונה בכפייה,3056,היסוד הנפשי,179,סיוע לעבירה של מעשה מגונה,591,המישור הנורמטיבי,1355,אינוס וניסיון אינוס,3094,מעשי הסדום,1599,טענת הגנה: בעיות נפשיות של הנאשם,2380,עבירת האינוס שיוחסה לנאשם
6,סיכום,740,לסיכום:,6,1.0,1,1167,כללי:,740,לסיכום:,2440,המבוא:,2815,רקע כללי,1728,דיון,1807,סיכום ביניים,331,סיכום,811,החלטה,3210,סיכום,1120,דיון
1,כתב האישום,2969,סיכום,6,1.0,2,888,אישום עשרים ואחד,1157,"
כתב האישום",2969,סיכום,100,"5129371העובדות עפ""י כתב האישום:",3262,כתב האישום,768,הרקע העובדתי,1330,אישום רביעי,490,אישום ראשון,1623,אישום ראשון,2378,הקדמה – כתב האישום
6,סיכום,2541,כללי,6,1.0,0,2541,כללי,1166,סיכום הדברים,683,סיכום,2956,סיכום,1528,החלטה,1259,4.	דיון:,459,נתונים אישיים,1260,5.	הכרעה:,212,פתח דבר,2203,פתח דבר
3,עדות הנאשם,1267,עדות הנאשם:,3,6.0,3,790,עדות הנאשם :,1653,האזנות לטלפון בתאו של הנאשם בכלא,236,עדות הנאשם,1267,עדות הנאשם:,2084,"ב""כ המאשימה טוען לעונש:",2413,4.  דחיית קו ההגנה של הנאשם,2668,(ג) ממצאים ומסקנות לגבי האישום השני,1229,עדות הנאשם,195,5.1. העובדות הרלבנטיות ותמצית טיעוני הצדדים,3156,עדות הנאשם
6,סיכום,1271,עיקרי הראיות,4,2.0,0,1271,עיקרי הראיות,1511,סיכום,1868,החלטה,376,מבוא,3219,7.	סיכום,3220,החלטה,385,מבוא,1006,דיון,2075,דיון,1694,דיון
4,ראיות התביעה,1460,התוצאה,6,1.0,3,1489,עדויות השוטרים:,1383,הדיון בראיות האישום השלישי:,2143,ציר המחלוקת עובדות וסוגיות הטענות הוכחה ובירור,1460,התוצאה,493,פרשת ההגנה:,304,ראיות ההגנה,995,פרשת התביעה:,102,פרשת ההגנה:,450,טענות נוספות,1997,פרשת התביעה:
1,כתב האישום,361,הערות כלליות לראיות:,-1,,6,1099,האישום הרביעי,904,אישום שלושים ושמונה,878,אישום אחד עשר,214,תשובת הנאשם לכתב האישום,397,5129371מהות כתב האישום ורקע כללי,310,אישום שני – ק',361,הערות כלליות לראיות:,840,כתב האישום,769,עובדות כתב האישום,879,אישום שנים עשר
2,עדויות התביעה,1246,האישומים,1,5.0,0,1246,האישומים,1384,"עדותו של רפ""ק אהרון גלאור (להלן: ""גלאור""):",3070,האישום הראשון – הילד י.ק.,1291,עד תביעה מס' 2: אביו של המתלונן,1521,"למי ספרה המתלוננת על התקיפה המינית, מה ספרה ומתי?",1487,עדות המתלוננת:,502,מערכת היחסים בין הנאשם למ.,2591,עדות המתלוננת,1530,הערה מקדימה לעניין הערכת עדויות בעבירות מין,2197,מהימנות המתלוננת
6,סיכום,2158,2.	תגובת הנאשמים לכתב האישום,1,5.0,7,2331,סיכום,3226,סיכום:,1072,נתוני רקע;,2096,לסיכום:,2985,3.	מבוא,19,המיקום,314,סיכום,2158,2.	תגובת הנאשמים לכתב האישום,1064,סיכום,656,סיכום
3,עדות הנאשם,420,כללי,6,1.0,3,2976,תמצית דבריו בחקירה נגדית,2617,"ב""כ הנאשם:",1187,גרסת הנאשם:,420,כללי,577,גירסת הנאשמת,406,גירסת הנאשם,1974,גרסת הנאשם,2000,הגירסאות לאירוע:,2780,גרסת הנאשם,977,עדות הנאשם
6,סיכום,1798,מאיר אוטמזגין,-1,,5,2375,לסיכום פרק זה,489,כללי:,2077,דיון,1095,דיון,712,הש' ר.אבידע,1798,מאיר אוטמזגין,2041,עידית,590,דיון,830,המבטא,1772,ההליך
3,עדות הנאשם,718,ז. טענות הסנגור,4,2.0,2,2510,הערכת עדויות ההגנה:,745,הנאשם:,718,ז. טענות הסנגור,2014,ס. הנשיא נ. הנדל:,2085,"ב""כ הנאשם טוען לעונש:",1456,העימות בין הנאשם לבין ש',1775,גרסת הנאשם,504,23.	הנאשם :,2459,דיון -  עדות הנאשם:,3287,עדות הנאשם
3,עדות הנאשם,752,מבוא,6,1.0,8,744,"עו""ד חלאילה טוען לעונש:",1936,עדות הנאשם:,634,גרסת הנאשם:,1306,מהימנותו של הנאשם,1690,הסניגור טוען לעונש:,663,ד.  גירסת הנאשם,2503,טענת ההגנה של הנאשם - הצלקת,105,"עו""ד זייתון:",752,מבוא,505,המעשים בדירת אם הנאשם בלוד:
2,עדויות התביעה,334,אלה נימוקיי,-1,,1,259,חיזוקים בראיות נוספות לגירסתה המהימנה של המתלוננת,334,אלה נימוקיי,2355,מועד הגשת התלונה:,1641,אישום ראשון – רצח סילביה מולרובה המנוחה,2229,מהימנות גרסת המתלוננת,171,עדות יעקב פרץ,1179,עדות זהבה מלואלן:,1811,"זיהוי הנאשם ע""י המתלוננת ש""ס",863,בהודעתו מתאריך 21.10.15 (ת/2) מסר,132,"חוקרת הילדים, גב' ג'ולייט קייט:"
7,יסוד העבירה,570,אישומים ראשון ושני:,-1,,7,739,עבירת מעשה מגונה:,525,מרמה באשר למהות המעשה,1354,תקיפה מינית,2358,עבירת ההטרדה המינית:,2306,מעשה מגונה,3137,מחדלי חקירה,66,3. הרשעה על פי עדות יחידה וחיזוקים נוספים,570,אישומים ראשון ושני:,3227,המסגרת הנורמטיבית:,339,"היסודות המשפטיים של העבירות, מולאו"
3,עדות הנאשם,2514,דגימת הדם,-1,,0,2514,דגימת הדם,2573,טענות הנאשם:,2750,התובעת:,2854,גרסת הנאשם בנוגע לאישום השלושה עשר,2211,ממצאים ומסקנות,426,גירסת הנאשם,2712,ראיות שהובאו לחיזוק גרסת הנאשם,1616,יחסי המין ברכב – הערכת הגרסאות לאור מידת מהימנותן וראיות חיצוניות,566,9.	עדת הגנה 2 – אשת הנאשם,613,גירסת הנאשם:
2,עדויות התביעה,635,הימנעות המשטרה מאיתורה של חן – מחדל חקירה:,7,4.0,8,975,עדויות אנשים שעבדו במקום,1373,עדויות חיזוק לעדות המתלוננת,1247,גירסתה של המתלוננת,2024,אביה של המתלוננת:,1258,"	עה/2 – ד""ר דריו ורטניק (להלן: ""המומחה""):",807,עדויות אנדריי והמתלוננת,2323,עדות ש.,1612,שתיית אלכוהול במהלך האירוע,635,הימנעות המשטרה מאיתורה של חן – מחדל חקירה:,92,3.עדת התביעה – גב' אילה גושן – חוקרת הילדים
3,עדות הנאשם,1527,סוף דבר,8,8.0,9,959,גרסת הנאשם:,2291,גרסת הנאשם,170,גרסת הנאשם,2312,גרסת הנאשמים,2271,עדות הנאשם,627,שקריו של הנאשם,3115,גירסתו של הנאשם,800,תשובת הנאשם,471,מהימנות גרסת המתלוננת אל מול גרסת הנאשם:,1527,סוף דבר
0,הכרעת דין,1888,"7.	התנהלות ב""כ הנאשם:",3,6.0,1,2498,הכרעת דין,1888,"7.	התנהלות ב""כ הנאשם:",458,הכרעת הדין,408,הכרעת דין,1736,הכרעת דין,1302,הכרעת דין,258,הכרעת דין,1156,הכרעת-דין,2732,הכרעת דין,1536,הכרעת דין
7,יסוד העבירה,1222,העדויות מטעם המאשימה,-1,,1,1992,העבירות הנוספות,1222,העדויות מטעם המאשימה,1721,עבירת המעשה המגונה,592,בהסכמה שהושגה במרמה,1386,עבירות המעשה המגונה:,1475,"
עבירת האינוס ויסודותיה:",251,העבירה - מעשה מגונה –,65,2. הטענה לגבי האירוע הראשון,1513,(1)	שלא בהסכמתה החופשית,1164,היבטים משפטיים
1,כתב האישום,235,ראיות ההגנה,5,9.0,9,2841,אישום חמישה עשר,556,1. האישום:,1486,כתב האישום:,1367,כתב האישום,2764,איסור פרסום,2349,תשובת הנאשם:,2838,אישום עשרים וארבעה,1332,אישום שישי,1609,תגובת הנאשם לכתב האישום,235,ראיות ההגנה
6,סיכום,483,דיון והכרעה,-1,,6,1993,לסיכום,2778,דיון:,961,7.	לסיכום:,2107,פתח- דבר,1917,החלטה,2741,סיכום,483,דיון והכרעה,3288,דיון,3131,רקע כללי,2337,הדיון המשפטי:
0,הכרעת דין,796,האישום השלישי,1,5.0,2,753,הכרעת דין,1681,הכרעת דין,796,האישום השלישי,1909,הכרעת דין,419,הכרעת דין,98,הכרעת דין,2660,הכרעת דין,2781,הכרעת דין,3224,הכרעת דין,2157,הכרעת דין
2,עדויות התביעה,108,ב. גדר המחלוקת,4,2.0,5,857,ג. עדותו של אוהד בן דוד – עד ראייה,2527,עדותה של מ',347,עדות ל' בפני חוקרת הילדים,1027,הטענה בדבר החשיפה בפני ---- כאשר ---- הייתה בת 10,1978,א.- חברתה של המתלוננת,108,ב. גדר המחלוקת,1227,"8.	עד התביעה - רס""ל אלכסנדר חרצ'נקו",966,ניתוח עדותה של המתלוננת,3178,עדותה של א,2266,עדות המתלוננת
0,הכרעת דין,2043,(3)    עדותו של בעלה של עידית  וההקלטה ת/1,2,3.0,7,946,הכרעת דין,969,הכרעת דין,2046,הכרעת דין,2202,הכרעת דין,1788,הכרעת דין,2753,הכרעת דין,2680,הכרעת דין,2043,(3)    עדותו של בעלה של עידית  וההקלטה ת/1,201,הכרעת דין,0,הכרעת דין
8,סוף דבר,260,פירוט ראיות החיזוק,4,2.0,2,2584,סוף דבר,3281,סוף דבר:,260,פירוט ראיות החיזוק,1950,סוף דבר,2201,סוף דבר,269,סוף דבר,1688,סוף דבר,2714,סוף דבר,1234,סוף דבר,78,סוף דבר
4,ראיות התביעה,581,מהי העבירה אותה עברו הנאשמים?,7,4.0,8,2335,פרשת התביעה:,734,פרשת התביעה:,2431,העובדות:,3143,"השתלשלות העניינים עד כה, בקצרה",3251,המחלוקת בין הצדדים,2583,3. המענה,2675,טענות המאשימה,84,פרשת ההגנה:,581,מהי העבירה אותה עברו הנאשמים?,1501,חיזוקים לעדות המתלוננת וראיות התומכות בה
4,ראיות התביעה,620,עדות המתלוננת,2,3.0,1,2471,דיון בראיות הישירות:,620,עדות המתלוננת,1547,פרשת התביעה:,2747,ד. סיכומים,2179,5. עדות המתלוננת,1685,עתירות הצדדים,344,הראיות,3286,פרשת ההגנה,2105,9.	טענת העלילה,58,4. עדות המחנכת
2,עדויות התביעה,757,הערכת הראיות,4,2.0,5,787,המאבטח יעקב בן הרוש:,2786,שינוי הגרסה על-ידי המתלוננת,2708,מהימנות המתלוננת,1977,מ. – אחות המתלוננת,620,עדות המתלוננת,757,הערכת הראיות,3188,העדר התנגדות מצד המתלוננת,1897,הודעת מעיין מיום 27/3/2007 הוגשה וסומנה נ/3.,1614,מצבה של המתלוננת לאחר סיום האירוע,2146,סיוע לעדות הקטינה
7,יסוד העבירה,2878,אישומים חמישי ועשרים וארבעה,-1,,1,2138,הדחה בחקירה בנסיבות מחמירות,2878,אישומים חמישי ועשרים וארבעה,2210,העבירה של תקיפה הגורמת חבלה ממשית,1233,הפן המשפטי,1319,העדר מניע זר:,353,היסוד הנפשי:,758,עבירות האינוס ומעשה הסדום,1734,היסוד העובדתי של העבירה:,1639,"	יסודות עבירת הרצח – לרבות ""הכוונה תחילה""",72,המחשבה הפלילית בעבירת הנסיון להטרדה מינית
5,עדויות מטעם ההגנה,2992,8.3	הקשר החם עם הנאשם,-1,,6,3247,פרשת התביעה,2655,האם הופרו תנאי מעצר הבית,2054,עיקר טיעוני ההגנה,597,ראיות ההגנה,285,5. עדויות הגנה,323,"	ניתן אפוא לקבוע  כי בדיקה גינקולוגית במקרה זה היתה נחוצה ונדרשת,  ובוודאי אפשרית וסבירה,  ולא חריגה. ",2992,8.3	הקשר החם עם הנאשם,1988,(6)	הבאתו לידי השתתפות בפרסום תועבה או בהצגת תועבה,1084,3.	ראיות התביעה,90,פרשת התביעה וראיותיה
0,הכרעת דין,505,המעשים בדירת אם הנאשם בלוד:,3,6.0,9,1283,הכרעת דין,333,הכרעת דין,357,הכרעת דין,390,הכרעת דין,3121,הכרעת דין,1366,הכרעת-דין,2002,הכרעת דין,667,הכרעת דין,1600,הכרעת דין,505,המעשים בדירת אם הנאשם בלוד:
